time,nagents,calculate_cultural_entropy,calculate_cultural_diversity,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,deaths_age,deaths_starvation,calculate_cultural_initiation_by_tribe,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_credit_network_metrics,calculate_gini_coefficient
74,50,3.50972662003581,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,"Dict(:p25 => 19.25, :p75 => 100.75, :p50 => 41.55, :p90 => 145.568, :p99 => 203.52304999999998, :p95 => 175.0374999999999)",4.316157070449802,13,69,"Dict{String, Real}(""red_transmission_rate"" => 0.46153846153846156, ""blue_transmission_rate"" => 0.5384615384615384, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 13)",3.0,0.0,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.08, ""n_nodes"" => 50, ""max_degree"" => 1)",0.47930020786378136
75,50,3.2256717863400164,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,"Dict(:p25 => 19.75, :p75 => 98.045, :p50 => 42.05, :p90 => 147.668, :p99 => 206.52304999999998, :p95 => 177.0374999999999)",4.331182790646523,13,70,"Dict{String, Real}(""red_transmission_rate"" => 0.15384615384615385, ""blue_transmission_rate"" => 0.8461538461538461, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 13)",12.8,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.47739689018311937
76,50,3.285955012141046,"Dict{String, Real}(""unique_cultures"" => 32, ""max_possible"" => 2048, ""diversity_ratio"" => 0.015625)",0.0,0.0,"Dict(:p25 => 17.25, :p75 => 96.72, :p50 => 42.05, :p90 => 148.768, :p99 => 209.52304999999998, :p95 => 179.0374999999999)",4.370683561362489,14,71,"Dict{String, Real}(""red_transmission_rate"" => 0.6153846153846154, ""blue_transmission_rate"" => 0.38461538461538464, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 13)",12.9,0.0,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4890922498668977
77,50,3.5306565457863917,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 17.75, :p75 => 97.72, :p50 => 43.05, :p90 => 150.84300000000002, :p99 => 212.52305, :p95 => 181.14999999999992)",4.413556132088023,14,72,"Dict{String, Real}(""red_transmission_rate"" => 0.42857142857142855, ""blue_transmission_rate"" => 0.5714285714285714, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 14)",12.9,0.0,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.487769546168084
78,50,3.546533040752659,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 17.5, :p75 => 99.47, :p50 => 44.55, :p90 => 152.84300000000002, :p99 => 215.52304999999998, :p95 => 184.14999999999992)",4.285106272375223,14,73,"Dict{String, Real}(""red_transmission_rate"" => 0.5333333333333333, ""blue_transmission_rate"" => 0.4666666666666667, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 15)",11.9,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4884458243354364
79,50,3.568847395884081,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(:p25 => 19.25, :p75 => 89.575, :p50 => 41.05, :p90 => 154.84300000000002, :p99 => 216.98205, :p95 => 186.6999999999999)",3.3837884116560475,15,74,"Dict{String, Real}(""red_transmission_rate"" => 0.7272727272727273, ""blue_transmission_rate"" => 0.2727272727272727, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 11)",14.0,0.0,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.48958838519626835
80,50,3.5238605843145763,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,"Dict(:p25 => 19.0, :p75 => 90.575, :p50 => 42.0, :p90 => 155.94299999999998, :p99 => 219.47204999999997, :p95 => 188.6999999999999)",3.331658296973672,15,75,"Dict{String, Real}(""red_transmission_rate"" => 0.6470588235294118, ""blue_transmission_rate"" => 0.35294117647058826, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 17)",14.0,0.0,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4837834997212016
81,50,3.5083421906549708,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,"Dict(:p25 => 19.0, :p75 => 92.0, :p50 => 42.0, :p90 => 157.943, :p99 => 221.54104999999998, :p95 => 191.6999999999999)",3.3637037680947275,15,75,"Dict{String, Real}(""red_transmission_rate"" => 0.7916666666666666, ""blue_transmission_rate"" => 0.20833333333333334, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 19, ""total_transmissions"" => 24)",15.1,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4855856013385693
82,50,3.6415600946759827,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 19.0, :p75 => 94.5, :p50 => 42.5, :p90 => 160.375, :p99 => 224.54104999999998, :p95 => 194.6999999999999)",3.3868274821273605,15,75,"Dict{String, Real}(""red_transmission_rate"" => 0.6153846153846154, ""blue_transmission_rate"" => 0.38461538461538464, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 13)",15.1,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.48796394146805455
83,50,3.6415600946759827,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(:p25 => 20.0, :p75 => 95.5, :p50 => 41.0, :p90 => 162.37500000000003, :p99 => 226.54104999999998, :p95 => 196.6999999999999)",3.533345051350834,16,75,"Dict{String, Real}(""red_transmission_rate"" => 0.3076923076923077, ""blue_transmission_rate"" => 0.6923076923076923, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 13)",15.1,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.49461495261602706
84,50,3.6138342074535847,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(:p25 => 20.0, :p75 => 97.25, :p50 => 40.0, :p90 => 165.27500000000003, :p99 => 229.54104999999998, :p95 => 199.6999999999999)",3.657145279999283,17,77,"Dict{String, Real}(""red_transmission_rate"" => 0.5882352941176471, ""blue_transmission_rate"" => 0.4117647058823529, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 17)",15.1,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4909032150814938
85,50,3.6970118691207787,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(:p25 => 19.924999999999997, :p75 => 99.75, :p50 => 38.0, :p90 => 167.275, :p99 => 232.54104999999998, :p95 => 202.2499999999999)",3.5839228865155084,18,77,"Dict{String, Real}(""red_transmission_rate"" => 0.34782608695652173, ""blue_transmission_rate"" => 0.6521739130434783, ""blue_initiated_transmissions"" => 15, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 23)",5.300000000000001,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4999493411167648
86,50,3.7247377563431767,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 19.0, :p75 => 102.25, :p50 => 39.5, :p90 => 170.175, :p99 => 235.54104999999998, :p95 => 205.2499999999999)",3.5016293942409487,19,77,"Dict{String, Real}(""red_transmission_rate"" => 0.5294117647058824, ""blue_transmission_rate"" => 0.47058823529411764, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 17)",7.199999999999999,0.0,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 1)",0.5072579304519471
87,50,3.6692859818983807,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 20.25, :p75 => 104.0, :p50 => 40.0, :p90 => 173.07500000000002, :p99 => 238.05104999999998, :p95 => 208.2499999999999)",3.4294677505873636,19,78,"Dict{String, Real}(""red_transmission_rate"" => 0.4375, ""blue_transmission_rate"" => 0.5625, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 16)",23.19,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.501700016673774
88,50,3.679750944773671,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(:p25 => 18.25, :p75 => 98.325, :p50 => 35.5, :p90 => 175.97500000000002, :p99 => 240.56104999999997, :p95 => 211.2499999999999)",2.516319136379156,21,78,"Dict{String, Real}(""red_transmission_rate"" => 0.45454545454545453, ""blue_transmission_rate"" => 0.5454545454545454, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 22)",23.19,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.5235907394632895
89,50,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(:p25 => 18.25, :p75 => 93.975, :p50 => 33.5, :p90 => 159.10000000000002, :p99 => 234.17395, :p95 => 191.28749999999997)",2.665570699455851,22,78,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 15)",32.19,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.5238507243364952
90,50,3.7733935693161555,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 17.25, :p75 => 95.475, :p50 => 35.0, :p90 => 161.20000000000002, :p99 => 236.66394999999997, :p95 => 194.28749999999997)",2.6989372743843782,22,79,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 16)",32.19,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.5246228746548103
91,50,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(:p25 => 15.25, :p75 => 96.975, :p50 => 32.5, :p90 => 163.30000000000004, :p99 => 239.15394999999995, :p95 => 197.28749999999997)",2.773489330855036,24,79,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 18)",32.09,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.5380506258369124
92,50,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 73.5, :p50 => 29.0, :p90 => 155.17900000000003, :p99 => 225.49394999999993, :p95 => 191.81249999999997)",3.26430075466087,26,80,"Dict{String, Real}(""red_transmission_rate"" => 0.5238095238095238, ""blue_transmission_rate"" => 0.47619047619047616, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 21)",33.09,0.14285714285714285,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.5389752223221818
93,50,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 69.0, :p50 => 27.0, :p90 => 141.63100000000003, :p99 => 202.95749999999998, :p95 => 178.74999999999994)",2.7907690696500254,28,80,"Dict{String, Real}(""red_transmission_rate"" => 0.35, ""blue_transmission_rate"" => 0.65, ""blue_initiated_transmissions"" => 13, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 20)",34.09,0.125,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5478044213184139
94,50,3.7733935693161555,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 70.0, :p50 => 28.0, :p90 => 143.73100000000002, :p99 => 204.95749999999998, :p95 => 181.29999999999993)",2.7513761688866376,28,83,"Dict{String, Real}(""red_transmission_rate"" => 0.38461538461538464, ""blue_transmission_rate"" => 0.6153846153846154, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 13)",34.09,0.125,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5292162121060382
95,50,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 13.25, :p75 => 62.75, :p50 => 25.0, :p90 => 129.56400000000005, :p99 => 206.95749999999998, :p95 => 166.53949999999998)",1.7872683231529167,30,85,"Dict{String, Real}(""red_transmission_rate"" => 0.6111111111111112, ""blue_transmission_rate"" => 0.3888888888888889, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 18)",34.09,0.125,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5273994810611766
96,50,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 13.25, :p75 => 53.324999999999996, :p50 => 23.5, :p90 => 129.096, :p99 => 189.21249999999992, :p95 => 155.62049999999994)",1.6855874694861355,32,86,"Dict{String, Real}(""red_transmission_rate"" => 0.6153846153846154, ""blue_transmission_rate"" => 0.38461538461538464, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 13)",31.090000000000003,0.2857142857142857,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5192362779132
97,50,3.7733935693161555,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 54.574999999999996, :p50 => 24.5, :p90 => 133.40000000000003, :p99 => 192.21249999999992, :p95 => 158.82254999999998)",1.6846754125676173,32,86,"Dict{String, Real}(""red_transmission_rate"" => 0.47368421052631576, ""blue_transmission_rate"" => 0.5263157894736842, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 19)",17.1,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5353291688798556
98,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 55.824999999999996, :p50 => 26.0, :p90 => 135.40000000000003, :p99 => 194.70249999999993, :p95 => 161.37254999999996)",1.7185244160767061,33,87,"Dict{String, Real}(""red_transmission_rate"" => 0.4666666666666667, ""blue_transmission_rate"" => 0.5333333333333333, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 15)",17.1,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5273296767556908
99,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 57.074999999999996, :p50 => 28.0, :p90 => 137.40000000000003, :p99 => 197.19249999999994, :p95 => 163.92254999999994)",1.726482634970422,33,88,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 15)",8.1,0.2,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5312244450855208
100,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 16.0, :p75 => 58.775, :p50 => 29.0, :p90 => 140.20000000000002, :p99 => 200.19249999999994, :p95 => 165.92254999999994)",1.7625625769319477,33,90,"Dict{String, Real}(""red_transmission_rate"" => 0.3684210526315789, ""blue_transmission_rate"" => 0.631578947368421, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 19)",8.1,0.4,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5175236483332724
101,50,3.7456676820937576,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 15.25, :p75 => 60.275, :p50 => 29.5, :p90 => 142.10000000000002, :p99 => 202.70249999999993, :p95 => 168.47254999999996)",1.7983584075779369,33,90,"Dict{String, Real}(""red_transmission_rate"" => 0.5555555555555556, ""blue_transmission_rate"" => 0.4444444444444444, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 18)",6.1,0.75,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 2)",0.5222323727112417
102,50,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 15.25, :p75 => 57.324999999999996, :p50 => 30.5, :p90 => 130.31000000000003, :p99 => 185.2319, :p95 => 155.99695000000003)",1.8806553472184142,34,91,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 10)",4.1,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.5001129619769613
103,50,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(:p25 => 15.0, :p75 => 58.574999999999996, :p50 => 32.0, :p90 => 133.31000000000003, :p99 => 187.7219, :p95 => 157.54695)",1.8763556434200006,34,92,"Dict{String, Real}(""red_transmission_rate"" => 0.3125, ""blue_transmission_rate"" => 0.6875, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 16)",4.1,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4979479353829084
104,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 16.25, :p75 => 55.0, :p50 => 32.0, :p90 => 116.99000000000002, :p99 => 190.7219, :p95 => 146.44999999999993)",1.8443193009717627,35,94,"Dict{String, Real}(""red_transmission_rate"" => 0.5625, ""blue_transmission_rate"" => 0.4375, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 16)",15.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.47385571587979336
105,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 17.0, :p75 => 56.5, :p50 => 33.0, :p90 => 118.19000000000003, :p99 => 193.72189999999998, :p95 => 148.34999999999997)",1.8746232662476368,35,94,"Dict{String, Real}(""red_transmission_rate"" => 0.5238095238095238, ""blue_transmission_rate"" => 0.47619047619047616, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 21)",16.0,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4808954316816001
106,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 17.25, :p75 => 57.75, :p50 => 33.5, :p90 => 119.29000000000003, :p99 => 196.7219, :p95 => 150.24999999999994)",1.916592901869262,35,94,"Dict{String, Real}(""red_transmission_rate"" => 0.29411764705882354, ""blue_transmission_rate"" => 0.7058823529411765, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 17)",16.0,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.1, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4883722759545699
107,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 15.95, :p75 => 60.650000000000006, :p50 => 35.0, :p90 => 120.49000000000004, :p99 => 198.7219, :p95 => 152.14999999999998)",1.9598321559163998,35,95,"Dict{String, Real}(""red_transmission_rate"" => 0.2, ""blue_transmission_rate"" => 0.8, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 15)",14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4878996131543438
108,50,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 15.7, :p75 => 59.75, :p50 => 35.5, :p90 => 95.60000000000005, :p99 => 201.21189999999999, :p95 => 146.505)",2.124670777395873,36,97,"Dict{String, Real}(""red_transmission_rate"" => 0.3157894736842105, ""blue_transmission_rate"" => 0.6842105263157895, ""blue_initiated_transmissions"" => 13, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 19)",14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4770566393821565
109,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 15.45, :p75 => 56.75, :p50 => 32.0, :p90 => 97.50000000000003, :p99 => 204.2119, :p95 => 149.505)",2.109092603545671,37,97,"Dict{String, Real}(""red_transmission_rate"" => 0.3, ""blue_transmission_rate"" => 0.7, ""blue_initiated_transmissions"" => 14, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 20)",14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.4933479122988145
110,50,3.8842971182057475,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(:p25 => 16.0, :p75 => 58.75, :p50 => 33.0, :p90 => 99.40000000000003, :p99 => 207.21189999999999, :p95 => 151.95499999999998)",2.0971957950591147,37,99,"Dict{String, Real}(""red_transmission_rate"" => 0.38095238095238093, ""blue_transmission_rate"" => 0.6190476190476191, ""blue_initiated_transmissions"" => 13, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 21)",14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.0016326530612244899, ""avg_degree"" => 0.06, ""n_nodes"" => 50, ""max_degree"" => 1)",0.48571010855370145
