time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_credit_network_metrics_avg_degree,calculate_credit_network_metrics_density,calculate_credit_network_metrics_max_degree,calculate_credit_network_metrics_n_edges,calculate_credit_network_metrics_n_nodes,calculate_factional_clustering_blue_attack_rate,calculate_factional_clustering_blue_initiated_attacks,calculate_factional_clustering_red_attack_rate,calculate_factional_clustering_red_initiated_attacks,calculate_factional_clustering_total_attacks,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_trait_similarity_metrics_avg_similarity,calculate_trait_similarity_metrics_count
59,4,0,0,22,24,0.0,0.0,0.0,0.25998668442077233,"Dict(:p25 => 124.5, :p75 => 248.25, :p50 => 185.0, :p90 => 282.9, :p99 => 303.69, :p95 => 294.45)",NaN,59.0,0.0,1.3862943611198906,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,2,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,2048.0,4.0,0.0,0.0
60,3,0,1,22,24,0.0,0.0,0.0,0.2514905149051492,"Dict(:p25 => 153.5, :p75 => 269.5, :p50 => 231.0, :p90 => 292.6, :p99 => 306.46, :p95 => 300.3)",NaN,60.0,0.0,1.0986122886681096,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,1,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146484375,2048.0,3.0,0.0,0.0
61,3,0,1,22,24,0.0,0.0,0.0,0.2505376344086023,"Dict(:p25 => 155.0, :p75 => 271.5, :p50 => 233.0, :p90 => 294.6, :p99 => 308.4599999999999, :p95 => 302.3)",NaN,61.0,0.0,1.0986122886681096,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,1,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146484375,2048.0,3.0,0.0,0.0
62,3,0,1,22,24,0.0,0.0,0.0,0.24960000000000004,"Dict(:p25 => 156.5, :p75 => 273.5, :p50 => 235.0, :p90 => 296.6, :p99 => 310.46, :p95 => 304.29999999999995)",NaN,62.0,0.0,1.0986122886681096,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,1,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146484375,2048.0,3.0,0.0,0.0
63,3,0,1,22,24,0.0,0.0,0.0,0.24867724867724883,"Dict(:p25 => 158.0, :p75 => 275.5, :p50 => 237.0, :p90 => 298.6, :p99 => 312.46, :p95 => 306.3)",NaN,63.0,0.0,1.0986122886681096,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,1,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146484375,2048.0,3.0,0.0,0.0
64,3,0,1,22,24,0.0,0.0,0.0,0.24776902887139118,"Dict(:p25 => 159.5, :p75 => 277.5, :p50 => 239.0, :p90 => 300.6, :p99 => 314.4599999999999, :p95 => 308.3)",NaN,64.0,0.0,1.0986122886681096,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,1,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146484375,2048.0,3.0,0.0,0.0
65,3,0,1,22,24,0.0,0.0,0.0,0.24687500000000018,"Dict(:p25 => 161.0, :p75 => 279.5, :p50 => 241.0, :p90 => 302.6, :p99 => 316.46, :p95 => 310.3)",NaN,65.0,0.0,1.0986122886681096,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,1,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146484375,2048.0,3.0,0.0,0.0
66,3,0,1,22,24,0.0,0.0,0.0,0.24599483204134365,"Dict(:p25 => 162.5, :p75 => 281.5, :p50 => 243.0, :p90 => 304.6, :p99 => 318.46, :p95 => 312.3)",NaN,66.0,0.0,1.0986122886681096,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",2,1,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146484375,2048.0,3.0,0.0,0.0
67,2,0,2,22,24,0.0,0.0,0.0,0.06790123456790131,"Dict(:p25 => 264.25, :p75 => 302.75, :p50 => 283.5, :p90 => 314.29999999999995, :p99 => 321.22999999999996, :p95 => 318.15)",NaN,67.0,0.0,0.6931471805599453,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",1,1,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765625,2048.0,2.0,0.0,0.0
68,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 247.0, :p75 => 247.0, :p50 => 247.0, :p90 => 247.0, :p99 => 247.0, :p95 => 247.0)",NaN,68.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
69,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 249.0, :p75 => 249.0, :p50 => 249.0, :p90 => 249.0, :p99 => 249.0, :p95 => 249.0)",NaN,69.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
70,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 251.0, :p75 => 251.0, :p50 => 251.0, :p90 => 251.0, :p99 => 251.0, :p95 => 251.0)",NaN,70.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
71,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 253.0, :p75 => 253.0, :p50 => 253.0, :p90 => 253.0, :p99 => 253.0, :p95 => 253.0)",NaN,71.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
72,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 255.0, :p75 => 255.0, :p50 => 255.0, :p90 => 255.0, :p99 => 255.0, :p95 => 255.0)",NaN,72.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
73,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 257.0, :p75 => 257.0, :p50 => 257.0, :p90 => 257.0, :p99 => 257.0, :p95 => 257.0)",NaN,73.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
74,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 259.0, :p75 => 259.0, :p50 => 259.0, :p90 => 259.0, :p99 => 259.0, :p95 => 259.0)",NaN,74.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
75,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 261.0, :p75 => 261.0, :p50 => 261.0, :p90 => 261.0, :p99 => 261.0, :p95 => 261.0)",NaN,75.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
76,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 263.0, :p75 => 263.0, :p50 => 263.0, :p90 => 263.0, :p99 => 263.0, :p95 => 263.0)",NaN,76.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
77,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 265.0, :p75 => 265.0, :p50 => 265.0, :p90 => 265.0, :p99 => 265.0, :p95 => 265.0)",NaN,77.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
78,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 267.0, :p75 => 267.0, :p50 => 267.0, :p90 => 267.0, :p99 => 267.0, :p95 => 267.0)",NaN,78.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
79,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 269.0, :p75 => 269.0, :p50 => 269.0, :p90 => 269.0, :p99 => 269.0, :p95 => 269.0)",NaN,79.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
80,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 271.0, :p75 => 271.0, :p50 => 271.0, :p90 => 271.0, :p99 => 271.0, :p95 => 271.0)",NaN,80.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
81,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 273.0, :p75 => 273.0, :p50 => 273.0, :p90 => 273.0, :p99 => 273.0, :p95 => 273.0)",NaN,81.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
82,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 275.0, :p75 => 275.0, :p50 => 275.0, :p90 => 275.0, :p99 => 275.0, :p95 => 275.0)",NaN,82.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
83,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 277.0, :p75 => 277.0, :p50 => 277.0, :p90 => 277.0, :p99 => 277.0, :p95 => 277.0)",NaN,83.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
84,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 279.0, :p75 => 279.0, :p50 => 279.0, :p90 => 279.0, :p99 => 279.0, :p95 => 279.0)",NaN,84.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
85,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 281.0, :p75 => 281.0, :p50 => 281.0, :p90 => 281.0, :p99 => 281.0, :p95 => 281.0)",NaN,85.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
86,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 283.0, :p75 => 283.0, :p50 => 283.0, :p90 => 283.0, :p99 => 283.0, :p95 => 283.0)",NaN,86.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
87,1,0,3,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 285.0, :p75 => 285.0, :p50 => 285.0, :p90 => 285.0, :p99 => 285.0, :p95 => 285.0)",NaN,87.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,1,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828125,2048.0,1.0,0.0,0.0
88,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
